,Unnamed: 0,product_index,product_type,product_brand,product_name,product_price,average_rate,no_of_rates,seller,website
0,0,H6588001_S_Samsung_TabA_8_2019_WiFi,tablet,三星,"Tab A 8"" 2019 2GB+32GB Wi-Fi 平板電腦 T290 銀色 香港行貨",949.0,5.0,2,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/平板電腦/Tab-A-8-2019-2GB32GB-WiFi-平板電腦-T290-銀色-香港行貨/p/H6588001_S_Samsung_TabA_8_2019_WiFi
1,1,H6800001_S_BGT0026,tablet,安博科技,安博科技 UPAD PRO 4G（送套）,1480.0,5.0,1,環球貿易,https://www.hktvmall.com/hktv/zh/main/環球貿易/s/H6800001/電子電器/電子電器/電腦及週邊設備/平板電腦/安博科技-UPAD-PRO-4G送套/p/H6800001_S_BGT0026
2,2,H5300001_S_FXMM1806D9E464GBGD4,tablet,小米,"小米平板 4 8.0"" LTE（一年保養）4+64GB 金色",1799.0,0.0,0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/平板電腦/小米平板-4-80-LTE一年保養464GB-金色/p/H5300001_S_FXMM1806D9E464GBGD4
3,3,H5300001_S_FSAT510232GBBK,tablet,三星,"Galaxy Tab A 10.1 "" WiFi T510 2GB+32GB 黑色（平行進口）",1799.0,0.0,0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/平板電腦/Galaxy-Tab-A-101-WiFi-T510-2GB32GB-黑色平行進口/p/H5300001_S_FSAT510232GBBK
4,4,H6588001_S_Samsung_TabS6_WiFi_128_GY,tablet,三星,Tab S6 6GB+128GB Wi-Fi 平板電腦 T860 灰色 香港行貨,4999.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/平板電腦/Tab-S6-6GB128GB-WiFi-平板電腦-T860-灰色-香港行貨/p/H6588001_S_Samsung_TabS6_WiFi_128_GY
5,5,H0972006_S_F7,tablet,Teclast,超薄 notebook - F7 (6+128GB),2222.0,3.4,17,ASK-Gadgets,https://www.hktvmall.com/hktv/zh/main/ASK-Gadgets/s/H0972006/電子電器/電子電器/手機及平板電腦/平板電腦/超薄-notebook-F7-6128GB/p/H0972006_S_F7
6,6,H5300001_S_FSAT5152-32GBBK,tablet,三星,"Galaxy Tab A 10.1 "" LTE T515 2GB+32GB 黑色（平行進口）",2099.0,0.0,0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/平板電腦/Galaxy-Tab-A-101-LTE-T515-2GB32GB-黑色平行進口/p/H5300001_S_FSAT5152-32GBBK
7,7,H6588001_S_Huawei_M5_Lite_8_LTE,tablet,Huawei,M5 Lite 8 LTE 3GB+32GB 平板電腦 深空灰色 香港行貨,1599.0,4.0,1,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/平板電腦/M5-Lite-8-LTE-3GB32GB-平板電腦-深空灰色-香港行貨/p/H6588001_S_Huawei_M5_Lite_8_LTE
8,8,H0762001_S_Galaxy-Tab-S5e-LTE-T725-800670050,tablet,三星,Galaxy Tab S5e (LTE) (T725),4148.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/手機及平板電腦/平板電腦/Galaxy-Tab-S5e-LTE-T725/p/H0762001_S_Galaxy-Tab-S5e-LTE-T725-800670050
9,9,H5912001_S_T0046,tablet,Huawei,MediaPad M5 lite 平板 4+64GB（香港行貨）,2548.0,0.0,0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/電腦及週邊設備/平板電腦/MediaPad-M5-lite-平板-464GB香港行貨/p/H5912001_S_T0046
10,10,H0762001_S_Galaxy-Tab-S5e-Wifi-T720-800670048,tablet,三星,Galaxy Tab S5e (Wi-Fi),3598.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/手機及平板電腦/平板電腦/Galaxy-Tab-S5e-WiFi/p/H0762001_S_Galaxy-Tab-S5e-Wifi-T720-800670048
11,11,H5023002_S_LQJ-00022,tablet,Microsoft,Surface Pro 6 8代i7 16G 512 SSD 二合一平板電腦 Windows 10 專業版 (LQJ-00022) 送 實體鍵盤保護蓋,14999.0,0.0,0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/手提電腦/Surface-Pro-6-8代i7-16G-512-SSD-二合一平板電腦-Windows-10-專業版-LQJ00022-送-實體鍵盤保護蓋/p/H5023002_S_LQJ-00022
12,12,H5300001_S_FHUKOB-L0932GBGD4,tablet,Huawei,"Honor Pad 2 8.0"" LTE（一年保養）32GB 金色",1399.0,0.0,0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/平板電腦/Honor-Pad-2-80-LTE一年保養32GB-金色/p/H5300001_S_FHUKOB-L0932GBGD4
13,13,H5300001_S_FSAT7204-64GBBK,tablet,三星,"Galaxy Tab S5e 10.5"" Wi-Fi T720 4GB+64GB 黑色（平行進口）",3299.0,0.0,0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/平板電腦/Galaxy-Tab-S5e-105-WiFi-T720-4GB64GB-黑色平行進口/p/H5300001_S_FSAT7204-64GBBK
14,14,H5023001_S_80U1002HHH_256,tablet,聯想,Miix 510-12ISK Core i5 256 SSD 2合1 平板電腦 (80U1002HHH_256)  - 高質陳列品,4399.0,5.0,1,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/Miix-51012ISK-Core-i5-256-SSD-2合1-平板電腦-80U1002HHH256-高質陳列品/p/H5023001_S_80U1002HHH_256
15,15,H5023001_S_80U1002HHH,tablet,聯想,Miix 510-12ISK Core i5 2合1 平板電腦 (80U1002HHH)  - 高質陳列品,4099.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/Miix-51012ISK-Core-i5-2合1-平板電腦-80U1002HHH-高質陳列品/p/H5023001_S_80U1002HHH
16,16,H6588001_S_Samsung_TabS5e_wifi_128GB_Silver,tablet,三星,Tab S5e 6GB+128GB WiFi 銀色 香港行貨,3772.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/平板電腦/Tab-S5e-6GB128GB-WiFi-銀色-香港行貨/p/H6588001_S_Samsung_TabS5e_wifi_128GB_Silver
17,17,H6588001_S_Huawei_M5Pro_Gold,tablet,Huawei,M5 Pro Wi-Fi 4GB+64GB 平板電腦 金色 香港行貨,3599.0,5.0,2,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/平板電腦/M5-Pro-WiFi-4GB64GB-平板電腦-金色-香港行貨/p/H6588001_S_Huawei_M5Pro_Gold
18,18,H5912001_S_T0044_bk,tablet,小米,平板4 8英寸平板電腦LTE版 4G+64GB（黑色）（平行進口）,1888.0,3.2,4,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/電子電器/電子電器/電腦及週邊設備/平板電腦/平板4-8英寸平板電腦LTE版-4G64GB黑色平行進口/p/H5912001_S_T0044_bk
19,19,H6588001_S_Huawei_M5_Lite_Grey,tablet,Huawei,M5 Lite Wi-Fi 4GB+64GB 平板電腦 灰色 香港行貨,2449.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/平板電腦/M5-Lite-WiFi-4GB64GB-平板電腦-灰色-香港行貨/p/H6588001_S_Huawei_M5_Lite_Grey
20,20,H0710001_S_STM-222-200JW-01,tablet,STM,iPad 6th Dux Plus Duo (Pencil 或 Crayon 儲存槽) BLACK  STM-222-200JW-01,468.0,1.0,1,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/電子電器/電子電器/手機及平板電腦/手機周邊配件/其他手提電話配件/Apple/iPad-6th-Dux-Plus-Duo-Pencil-或-Crayon-儲存槽-BLACK-STM222200JW01/p/H0710001_S_STM-222-200JW-01
21,21,H5683002_S_P2224,tablet,日本ASK,938SP 10寸通話平板電腦,1280.0,5.0,1,天時科電商,https://www.hktvmall.com/hktv/zh/main/天時科電商/s/H5683002/電子電器/電子電器/電腦及週邊設備/平板電腦/938SP-10寸通話平板電腦/p/H5683002_S_P2224
22,22,H5023001_S_80QL008RHH_M7,tablet,聯想,Miix 700 12吋 2合1平板電腦配備 2K FHD+ IPS 觸屏及240G SSD閃存 (80QL008RHH_M7) - 高質陳列品,4999.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/Miix-700-12吋-2合1平板電腦配備-2K-FHD-IPS-觸屏及240G-SSD閃存-80QL008RHHM7-高質陳列品/p/H5023001_S_80QL008RHH_M7
23,23,H5300001_S_FSAT7254-64GBS,tablet,三星,"Galaxy Tab S5e 10.5"" LTE T725 4GB+64GB 銀色（平行進口）",3799.0,0.0,0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/平板電腦/Galaxy-Tab-S5e-105-LTE-T725-4GB64GB-銀色平行進口/p/H5300001_S_FSAT7254-64GBS
24,24,H5300001_S_FHUAGS-L0932GBGD4,tablet,Huawei,"Honor Pad 2 9.6"" LTE 3GB+32GB 金色（平行進口）",1499.0,0.0,0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/平板電腦/Honor-Pad-2-96-LTE-3GB32GB-金色平行進口/p/H5300001_S_FHUAGS-L0932GBGD4
25,25,S1235001_S_GS70101,tablet,G-Story,行貨 最新15.6吋 4K UHD 超高清窄邊框可攜式 USB3.1 Type-C 一線通 供電螢幕 GS156UM 保養一年,2765.0,0.0,0,Beauty-Balance-International-Group-Limited,https://www.hktvmall.com/hktv/zh/main/Beauty-Balance-International-Group-Limited/s/S1235001/電子電器/電子電器/電腦及週邊設備/顯示器/19吋以下顯示器/行貨-最新156吋-4K-UHD-超高清窄邊框可攜式-USB31-TypeC-一線通-供電螢幕-GS156UM-保養一年/p/S1235001_S_GS70101
26,26,H6588001_S_Samsung_TabA_8_SPen_LTE_Black,tablet,三星,Galaxy Tab A 8 with S Pen 3GB+32GB LTE 黑色 香港行貨,2399.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/平板電腦/Galaxy-Tab-A-8-with-S-Pen-3GB32GB-LTE-黑色-香港行貨/p/H6588001_S_Samsung_TabA_8_SPen_LTE_Black
27,27,H6623001_S_GT1005_P,tablet,Global Trend,"12"" 液晶電子手寫板可局部擦寫",178.0,0.0,0,JACKMAX-INDUSTRIES,https://www.hktvmall.com/hktv/zh/main/JACKMAX-INDUSTRIES/s/H6623001/電子電器/電子電器/電腦及週邊設備/周邊設備/繪圖板-手寫板/12-液晶電子手寫板可局部擦寫/p/H6623001_S_GT1005_P
28,28,H5300001_S_FXMM1806D9W64GBBK4,tablet,小米,"小米平板 4 8.0"" Wi-Fi 64GB 黑色（平行進口）",1699.0,0.0,0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/平板電腦/小米平板-4-80-WiFi-64GB-黑色平行進口/p/H5300001_S_FXMM1806D9W64GBBK4
29,29,H5300001_S_FXMM1806D9E464GBBK4,tablet,小米,"小米平板 4 8.0"" LTE（一年保養）4+64GB 黑色",1799.0,0.0,0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/平板電腦/小米平板-4-80-LTE一年保養464GB-黑色/p/H5300001_S_FXMM1806D9E464GBBK4
30,30,H5023001_S_ZA2F0051HK,tablet,聯想,TAB 4 8 PLUS LTE  (ZA2F0051HK) - 高質陳列品,1499.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/手機及平板電腦/平板電腦/TAB-4-8-PLUS-LTE-ZA2F0051HK-高質陳列品/p/H5023001_S_ZA2F0051HK
31,31,H5023001_S_80Y7000NHH,tablet,聯想,Yoga 920 8代 i5 8G (80Y7000NHH) - 開箱機,8099.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/Yoga-920-8代-i5-8G-80Y7000NHH-開箱機/p/H5023001_S_80Y7000NHH
32,32,H6588001_S_Samsung_TabS6_WiFi_256_GY,tablet,三星,Tab S6 8GB+256GB Wi-Fi 平板電腦 T860 灰色 香港行貨,5699.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/平板電腦/Tab-S6-8GB256GB-WiFi-平板電腦-T860-灰色-香港行貨/p/H6588001_S_Samsung_TabS6_WiFi_256_GY
33,33,H0183001_S_Aegir-Purple,tablet,Livescribe,Aegir 智能筆 - 紫色【原裝行貨】,848.0,0.0,0,LRT,https://www.hktvmall.com/hktv/zh/main/LRT/s/H0183001/電子電器/電子電器/電腦及週邊設備/平板電腦/Aegir-智能筆-紫色原裝行貨/p/H0183001_S_Aegir-Purple
34,34,H6588001_S_Huawei_M5_Gold,tablet,Huawei,M5 LTE 4GB+64GB 平板電腦 金色 香港行貨,2899.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/平板電腦/M5-LTE-4GB64GB-平板電腦-金色-香港行貨/p/H6588001_S_Huawei_M5_Gold
35,35,H6391001_S_Noris,tablet,Staedtler,Samsung Staedtler Noris Digital Samsung S-Pen 特別版,158.0,5.0,1,德誠影業公司,https://www.hktvmall.com/hktv/zh/main/德誠影業公司/s/H6391001/電子電器/電子電器/電腦及週邊設備/平板電腦/Samsung-Staedtler-Noris-Digital-Samsung-SPen-特別版/p/H6391001_S_Noris
36,36,H0183001_S_Aegir-Teal,tablet,Livescribe,Aegir 智能筆 - 綠色【原裝行貨】,848.0,0.0,0,LRT,https://www.hktvmall.com/hktv/zh/main/LRT/s/H0183001/電子電器/電子電器/電腦及週邊設備/平板電腦/Aegir-智能筆-綠色原裝行貨/p/H0183001_S_Aegir-Teal
37,37,H5300001_S_FXMM1806D9W64GBGD,tablet,小米,"小米平板 4 8.0"" Wi-Fi 64GB 金色（平行進口）",1699.0,0.0,0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/電子電器/電子電器/手機及平板電腦/平板電腦/小米平板-4-80-WiFi-64GB-金色平行進口/p/H5300001_S_FXMM1806D9W64GBGD
38,38,H5688002_S_DG049300147,tablet,ZAGG,Zagg Universal FLEX Keyboard with Stand,599.0,0.0,0,COOLMALL,https://www.hktvmall.com/hktv/zh/main/COOLMALL/s/H5688002/電子電器/電子電器/電腦及週邊設備/平板電腦/Zagg-Universal-FLEX-Keyboard-with-Stand/p/H5688002_S_DG049300147
39,39,H0710001_S_NS-ORG,tablet,Bluelounge,多功能底座 iPad / 平板 / 手機 *橙色1個*,98.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/電子電器/電子電器/電腦及週邊設備/平板電腦/多功能底座-iPad-平板-手機-橙色1個/p/H0710001_S_NS-ORG
40,40,S1235001_S_GS70102,tablet,G-Story,行貨 最新15.6吋輕觸式 4K UHD超高清窄邊框可攜式 USB3.1 Type-C 一線通 供電螢幕 GS156UT 保養一年,3265.0,0.0,0,Beauty-Balance-International-Group-Limited,https://www.hktvmall.com/hktv/zh/main/Beauty-Balance-International-Group-Limited/s/S1235001/電子電器/電子電器/電腦及週邊設備/顯示器/19吋以下顯示器/行貨-最新156吋輕觸式-4K-UHD超高清窄邊框可攜式-USB31-TypeC-一線通-供電螢幕-GS156UT-保養一年/p/S1235001_S_GS70102
41,41,H5023002_S_ZA2J0063HK,tablet,聯想,Lenovo TAB4 10 WIFI (TB-X304F) (2G+16G)  (ZA2J0063HK) - 全新機,1599.0,0.0,0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/平板電腦/Lenovo-TAB4-10-WIFI-TBX304F-2G16G-ZA2J0063HK-全新機/p/H5023002_S_ZA2J0063HK
42,42,H6672002_S_Round-Disc-Stylus-Black,tablet,JNH,圓盤螢幕觸控筆- 智能電話/平板電腦適用-灰色,68.0,5.0,1,JNH-生活精品屋,https://www.hktvmall.com/hktv/zh/main/JNH-生活精品屋/s/H6672002/電子電器/數碼流動產品/輕觸筆/圓盤螢幕觸控筆-智能電話平板電腦適用灰色/p/H6672002_S_Round-Disc-Stylus-Black
43,43,H6201001_S_B01LZG3C712016,tablet,Catalyst,Impact Protection Case For Apple Watch S3 防撞保護套 ( S2 適用 ) 藍色,298.0,0.0,0,24BUYHK,https://www.hktvmall.com/hktv/zh/main/24BUYHK/s/H6201001/電子電器/電子電器/電腦及週邊設備/平板電腦/Impact-Protection-Case-For-Apple-Watch-S3-防撞保護套-S2-適用-藍色/p/H6201001_S_B01LZG3C712016
44,44,H0775001_S_TB_X705F,tablet,聯想,智能平板 P10 (TB-X705F WIFI) 黑色,2299.0,0.0,0,DCONE,https://www.hktvmall.com/hktv/zh/main/DCONE/s/H0775001/電子電器/電子電器/電腦及週邊設備/平板電腦/智能平板-P10-TBX705F-WIFI-黑色/p/H0775001_S_TB_X705F
