,product_index,product_type,product_brand,product_name,product_price,product_seller,website
28,H5300001_S_FXMM1806D9W64GBBK4,tablet,小米,"小米平板 4 8.0"" Wi-Fi 64GB 黑色（平行進口）",1699.0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E6%89%8B%E6%A9%9F%E5%8F%8A%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E5%B0%8F%E7%B1%B3%E5%B9%B3%E6%9D%BF-4-80-WiFi-64GB-%E9%BB%91%E8%89%B2%E5%B9%B3%E8%A1%8C%E9%80%B2%E5%8F%A3/p/H5300001_S_FXMM1806D9W64GBBK4
29,H5300001_S_FXMM1806D9E464GBBK4,tablet,小米,"小米平板 4 8.0"" LTE（一年保養）4+64GB 黑色",1799.0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E6%89%8B%E6%A9%9F%E5%8F%8A%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E5%B0%8F%E7%B1%B3%E5%B9%B3%E6%9D%BF-4-80-LTE%E4%B8%80%E5%B9%B4%E4%BF%9D%E9%A4%8A464GB-%E9%BB%91%E8%89%B2/p/H5300001_S_FXMM1806D9E464GBBK4
30,H5023001_S_ZA2F0051HK,tablet,聯想,TAB 4 8 PLUS LTE  (ZA2F0051HK) - 高質陳列品,1499.0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E6%89%8B%E6%A9%9F%E5%8F%8A%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/TAB-4-8-PLUS-LTE-ZA2F0051HK-%E9%AB%98%E8%B3%AA%E9%99%B3%E5%88%97%E5%93%81/p/H5023001_S_ZA2F0051HK
31,H5023001_S_80Y7000NHH,tablet,聯想,Yoga 920 8代 i5 8G (80Y7000NHH) - 開箱機,8099.0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E6%89%8B%E6%8F%90%E9%9B%BB%E8%85%A6/Yoga-920-8%E4%BB%A3-i5-8G-80Y7000NHH-%E9%96%8B%E7%AE%B1%E6%A9%9F/p/H5023001_S_80Y7000NHH
32,H6588001_S_Samsung_TabS6_WiFi_256_GY,tablet,三星,Tab S6 8GB+256GB Wi-Fi 平板電腦 T860 灰色 香港行貨,5699.0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/%E8%BC%9D%E7%85%8C%E6%95%B8%E7%A2%BC%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/s/H6588001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E6%89%8B%E6%A9%9F%E5%8F%8A%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/Tab-S6-8GB256GB-WiFi-%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6-T860-%E7%81%B0%E8%89%B2-%E9%A6%99%E6%B8%AF%E8%A1%8C%E8%B2%A8/p/H6588001_S_Samsung_TabS6_WiFi_256_GY
33,H6588001_S_Huawei_M5_Gold,tablet,Huawei,M5 LTE 4GB+64GB 平板電腦 金色 香港行貨,2899.0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/%E8%BC%9D%E7%85%8C%E6%95%B8%E7%A2%BC%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/s/H6588001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E6%89%8B%E6%A9%9F%E5%8F%8A%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/M5-LTE-4GB64GB-%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6-%E9%87%91%E8%89%B2-%E9%A6%99%E6%B8%AF%E8%A1%8C%E8%B2%A8/p/H6588001_S_Huawei_M5_Gold
34,H0183001_S_Aegir-Purple,tablet,Livescribe,Aegir 智能筆 - 紫色【原裝行貨】,848.0,LRT,https://www.hktvmall.com/hktv/zh/main/LRT/s/H0183001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/Aegir-%E6%99%BA%E8%83%BD%E7%AD%86-%E7%B4%AB%E8%89%B2%E5%8E%9F%E8%A3%9D%E8%A1%8C%E8%B2%A8/p/H0183001_S_Aegir-Purple
35,S1076001_S_193268748026,tablet,Lenovo ,Lenovo K5 Play 智能手機,994.0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-%E6%81%86%E9%80%B2/s/S1076001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E6%89%8B%E6%A9%9F%E5%8F%8A%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E6%89%8B%E6%8F%90%E9%9B%BB%E8%A9%B1/%E6%99%BA%E8%83%BD%E9%9B%BB%E8%A9%B1/Lenovo-K5-Play-%E6%99%BA%E8%83%BD%E6%89%8B%E6%A9%9F/p/S1076001_S_193268748026
36,H0183001_S_Aegir-Teal,tablet,Livescribe,Aegir 智能筆 - 綠色【原裝行貨】,848.0,LRT,https://www.hktvmall.com/hktv/zh/main/LRT/s/H0183001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/Aegir-%E6%99%BA%E8%83%BD%E7%AD%86-%E7%B6%A0%E8%89%B2%E5%8E%9F%E8%A3%9D%E8%A1%8C%E8%B2%A8/p/H0183001_S_Aegir-Teal
37,H6391001_S_Noris,tablet,Staedtler,Samsung Staedtler Noris Digital Samsung S-Pen 特別版,158.0,德誠影業公司,https://www.hktvmall.com/hktv/zh/main/%E5%BE%B7%E8%AA%A0%E5%BD%B1%E6%A5%AD%E5%85%AC%E5%8F%B8/s/H6391001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/Samsung-Staedtler-Noris-Digital-Samsung-SPen-%E7%89%B9%E5%88%A5%E7%89%88/p/H6391001_S_Noris
38,H5300001_S_FXMM1806D9W64GBGD,tablet,小米,"小米平板 4 8.0"" Wi-Fi 64GB 金色（平行進口）",1699.0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E6%89%8B%E6%A9%9F%E5%8F%8A%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E5%B0%8F%E7%B1%B3%E5%B9%B3%E6%9D%BF-4-80-WiFi-64GB-%E9%87%91%E8%89%B2%E5%B9%B3%E8%A1%8C%E9%80%B2%E5%8F%A3/p/H5300001_S_FXMM1806D9W64GBGD
39,H5688002_S_DG049300147,tablet,ZAGG,Zagg Universal FLEX Keyboard with Stand,599.0,COOLMALL,https://www.hktvmall.com/hktv/zh/main/COOLMALL/s/H5688002/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/Zagg-Universal-FLEX-Keyboard-with-Stand/p/H5688002_S_DG049300147
40,H0710001_S_NS-ORG,tablet,Bluelounge,多功能底座 iPad / 平板 / 手機 *橙色1個*,98.0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E5%A4%9A%E5%8A%9F%E8%83%BD%E5%BA%95%E5%BA%A7-iPad-%E5%B9%B3%E6%9D%BF-%E6%89%8B%E6%A9%9F-%E6%A9%99%E8%89%B21%E5%80%8B/p/H0710001_S_NS-ORG
41,H5023002_S_ZA2J0063HK,tablet,聯想,Lenovo TAB4 10 WIFI (TB-X304F) (2G+16G)  (ZA2J0063HK) - 全新機,1599.0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/Lenovo-TAB4-10-WIFI-TBX304F-2G16G-ZA2J0063HK-%E5%85%A8%E6%96%B0%E6%A9%9F/p/H5023002_S_ZA2J0063HK
42,S1235001_S_GS70102,tablet,G-Story,行貨 最新15.6吋輕觸式 4K UHD超高清窄邊框可攜式 USB3.1 Type-C 一線通 供電螢幕 GS156UT 保養一年,3265.0,Beauty-Balance-International-Group-Limited,https://www.hktvmall.com/hktv/zh/main/Beauty-Balance-International-Group-Limited/s/S1235001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E9%A1%AF%E7%A4%BA%E5%99%A8/19%E5%90%8B%E4%BB%A5%E4%B8%8B%E9%A1%AF%E7%A4%BA%E5%99%A8/%E8%A1%8C%E8%B2%A8-%E6%9C%80%E6%96%B0156%E5%90%8B%E8%BC%95%E8%A7%B8%E5%BC%8F-4K-UHD%E8%B6%85%E9%AB%98%E6%B8%85%E7%AA%84%E9%82%8A%E6%A1%86%E5%8F%AF%E6%94%9C%E5%BC%8F-USB31-TypeC-%E4%B8%80%E7%B7%9A%E9%80%9A-%E4%BE%9B%E9%9B%BB%E8%9E%A2%E5%B9%95-GS156UT-%E4%BF%9D%E9%A4%8A%E4%B8%80%E5%B9%B4/p/S1235001_S_GS70102
43,H6672002_S_Round-Disc-Stylus-Black,tablet,JNH,圓盤螢幕觸控筆- 智能電話/平板電腦適用-灰色,68.0,JNH-生活精品屋,https://www.hktvmall.com/hktv/zh/main/JNH-%E7%94%9F%E6%B4%BB%E7%B2%BE%E5%93%81%E5%B1%8B/s/H6672002/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E6%95%B8%E7%A2%BC%E6%B5%81%E5%8B%95%E7%94%A2%E5%93%81/%E8%BC%95%E8%A7%B8%E7%AD%86/%E5%9C%93%E7%9B%A4%E8%9E%A2%E5%B9%95%E8%A7%B8%E6%8E%A7%E7%AD%86-%E6%99%BA%E8%83%BD%E9%9B%BB%E8%A9%B1%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6%E9%81%A9%E7%94%A8%E7%81%B0%E8%89%B2/p/H6672002_S_Round-Disc-Stylus-Black
44,H6201001_S_B01LZG3C712016,tablet,Catalyst,Impact Protection Case For Apple Watch S3 防撞保護套 ( S2 適用 ) 藍色,298.0,24BUYHK,https://www.hktvmall.com/hktv/zh/main/24BUYHK/s/H6201001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/Impact-Protection-Case-For-Apple-Watch-S3-%E9%98%B2%E6%92%9E%E4%BF%9D%E8%AD%B7%E5%A5%97-S2-%E9%81%A9%E7%94%A8-%E8%97%8D%E8%89%B2/p/H6201001_S_B01LZG3C712016
45,H0775001_S_TB_X705F,tablet,聯想,智能平板 P10 (TB-X705F WIFI) 黑色,2399.0,DCONE,https://www.hktvmall.com/hktv/zh/main/DCONE/s/H0775001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E6%99%BA%E8%83%BD%E5%B9%B3%E6%9D%BF-P10-TBX705F-WIFI-%E9%BB%91%E8%89%B2/p/H0775001_S_TB_X705F
46,H6623001_S_GT1005_BLK,tablet,Global Trend,"12"" 液晶電子手寫板可局部擦寫",178.0,JACKMAX-INDUSTRIES,https://www.hktvmall.com/hktv/zh/main/JACKMAX-INDUSTRIES/s/H6623001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%91%A8%E9%82%8A%E8%A8%AD%E5%82%99/%E7%B9%AA%E5%9C%96%E6%9D%BF-%E6%89%8B%E5%AF%AB%E6%9D%BF/12-%E6%B6%B2%E6%99%B6%E9%9B%BB%E5%AD%90%E6%89%8B%E5%AF%AB%E6%9D%BF%E5%8F%AF%E5%B1%80%E9%83%A8%E6%93%A6%E5%AF%AB/p/H6623001_S_GT1005_BLK
47,H5912001_S_T0033_bk,tablet,聯想,"TAB 4 8"" PLUS LTE 64GB 8704X-白(香港行貨)",1699.0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/TAB-4-8-PLUS-LTE-64GB-8704X%E7%99%BD%E9%A6%99%E6%B8%AF%E8%A1%8C%E8%B2%A8/p/H5912001_S_T0033_bk
48,H6795001_S_Kamvaspro20,tablet,Huion,Kamvas Pro 20,5299.0,PLUS-ONE-COMPANY,https://www.hktvmall.com/hktv/zh/main/PLUS-ONE-COMPANY/s/H6795001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%91%A8%E9%82%8A%E8%A8%AD%E5%82%99/%E7%B9%AA%E5%9C%96%E6%9D%BF-%E6%89%8B%E5%AF%AB%E6%9D%BF/Kamvas-Pro-20/p/H6795001_S_Kamvaspro20
49,H5892002_S_121948-6009,tablet,Speck,9.7-inch iPad Balance FOLIO METALLIC Cases,360.0,Praesto-Lifestyle,https://www.hktvmall.com/hktv/zh/main/Praesto-Lifestyle/s/H5892002/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%85%B6%E4%BB%96%E9%9B%BB%E8%85%A6%E7%94%A2%E5%93%81/Mac%E5%B0%88%E7%94%A8%E9%85%8D%E4%BB%B6/97inch-iPad-Balance-FOLIO-METALLIC-Cases/p/H5892002_S_121948-6009
50,H5912001_S_T0043_bk,tablet,小米,平板4 8英寸平板電腦WIFI版 4G+64GB（平行進口）,1899.0,UNIVERSAL,https://www.hktvmall.com/hktv/zh/main/UNIVERSAL/s/H5912001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E5%B9%B3%E6%9D%BF4-8%E8%8B%B1%E5%AF%B8%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6WIFI%E7%89%88-4G64GB%E5%B9%B3%E8%A1%8C%E9%80%B2%E5%8F%A3/p/H5912001_S_T0043_bk
51,S1076001_S_736211532176,tablet,Bluelounge,鋁金屬平板電腦座 - 黑色,268.0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-%E6%81%86%E9%80%B2/s/S1076001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E9%8B%81%E9%87%91%E5%B1%AC%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6%E5%BA%A7-%E9%BB%91%E8%89%B2/p/S1076001_S_736211532176
52,H0775001_S_TB_X605L,tablet,聯想,智能平板 M10 (TB-X605L LTE) 黑色,2099.0,DCONE,https://www.hktvmall.com/hktv/zh/main/DCONE/s/H0775001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E6%99%BA%E8%83%BD%E5%B9%B3%E6%9D%BF-M10-TBX605L-LTE-%E9%BB%91%E8%89%B2/p/H0775001_S_TB_X605L
53,H0710001_S_STM-222-160JW-29,tablet,STM,DUX iPad 6th 5th Gen 防撞保護套 鮮紅色,380.0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/DUX-iPad-6th-5th-Gen-%E9%98%B2%E6%92%9E%E4%BF%9D%E8%AD%B7%E5%A5%97-%E9%AE%AE%E7%B4%85%E8%89%B2/p/H0710001_S_STM-222-160JW-29
54,H5189001_S_Alldocube-iPlay8-16GB,tablet,酷比魔方,Alldocube iPlay 8 16GB,599.0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/Alldocube-iPlay-8-16GB/p/H5189001_S_Alldocube-iPlay8-16GB
55,S1076001_S_193268721173,tablet,Lenovo ,Lenovo K5 Play 智能手機,994.0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-%E6%81%86%E9%80%B2/s/S1076001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/Lenovo-K5-Play-%E6%99%BA%E8%83%BD%E6%89%8B%E6%A9%9F/p/S1076001_S_193268721173
56,H5189001_S_Alldocube-M8-32GB,tablet,酷比魔方,Alldocube M8 32GB,1099.0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/Alldocube-M8-32GB/p/H5189001_S_Alldocube-M8-32GB
57,H6800001_S_BGT0027,tablet,安博科技,安博科技 UPAD PRO 4G (台灣版),1680.0,環球貿易,https://www.hktvmall.com/hktv/zh/main/%E7%92%B0%E7%90%83%E8%B2%BF%E6%98%93/s/H6800001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E5%AE%89%E5%8D%9A%E7%A7%91%E6%8A%80-UPAD-PRO-4G-%E5%8F%B0%E7%81%A3%E7%89%88/p/H6800001_S_BGT0027
58,H5189001_S_Alldocube-M5X-64GB,tablet,酷比魔方,Alldocube M5X 64GB,1499.0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/Alldocube-M5X-64GB/p/H5189001_S_Alldocube-M5X-64GB
59,H5300001_S_FHUAGS2-AL00HN4-64GBB,tablet,Huawei,"Honor Pad 5 10.1"" LTE (全網通版) 4GB+64GB 藍色（平行進口）",1999.0,Citylink,https://www.hktvmall.com/hktv/zh/main/Citylink/s/H5300001/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E9%9B%BB%E5%AD%90%E9%9B%BB%E5%99%A8/%E6%89%8B%E6%A9%9F%E5%8F%8A%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6/Honor-Pad-5-101-LTE-%E5%85%A8%E7%B6%B2%E9%80%9A%E7%89%88-4GB64GB-%E8%97%8D%E8%89%B2%E5%B9%B3%E8%A1%8C%E9%80%B2%E5%8F%A3/p/H5300001_S_FHUAGS2-AL00HN4-64GBB
